Product ID,Store ID,Stock Levels,Supplier Lead Time (days),Stockout Frequency,Reorder Point,Expiry Date,Warehouse Capacity,Order Fulfillment Time (days),Needs Reorder,Expiring Soon,High Stockout Risk,Low Warehouse Capacity,Alert
5154,28,650,24,10,65,2024-02-25,2573,12,False,True,False,False,True
1342,89,243,14,17,154,2024-10-19,3160,2,False,True,True,False,True
1273,50,752,21,19,100,2024-05-18,1165,9,False,True,True,False,True
8267,51,235,5,9,103,2024-02-19,3437,11,False,True,False,False,True
1773,43,477,5,5,13,2024-08-18,4623,1,False,True,False,False,True
4665,72,526,5,1,25,2024-06-25,2189,13,False,True,False,False,True
4846,7,775,21,8,80,2024-12-13,2955,12,False,True,False,False,True
5067,73,506,3,9,129,2024-02-11,1465,12,False,True,False,False,True
9382,31,996,3,2,97,2024-09-08,1005,8,False,True,False,False,True
6080,77,723,14,11,151,2024-06-16,3298,3,False,True,True,False,True
5687,59,675,11,10,12,2024-11-25,4400,7,False,True,False,False,True
8692,66,92,17,10,101,2024-09-25,1609,5,True,True,False,False,True
6425,72,154,5,10,144,2024-09-19,1542,5,False,True,False,False,True
2051,63,906,27,5,67,2024-06-12,1915,11,False,True,False,False,True
8441,97,732,15,5,64,2024-04-24,4571,6,False,True,False,False,True
1271,55,993,11,15,48,2024-06-12,3338,1,False,True,True,False,True
6227,71,209,8,9,116,2024-04-14,1819,12,False,True,False,False,True
2735,28,359,1,12,81,2024-09-30,4828,1,False,True,True,False,True
1432,68,835,8,6,84,2024-08-16,1808,3,False,True,False,False,True
8562,84,766,12,10,97,2024-07-06,3595,10,False,True,False,False,True
1481,66,658,23,5,139,2024-04-04,4871,12,False,True,False,False,True
5902,85,39,15,5,56,2024-11-28,3223,4,True,True,False,False,True
6139,60,439,22,5,108,2024-03-28,1135,10,False,True,False,False,True
4766,88,923,23,5,13,2024-07-23,3413,10,False,True,False,False,True
9758,64,301,13,5,152,2024-11-25,3476,9,False,True,False,False,True
4466,54,955,11,8,124,2024-07-02,1798,9,False,True,False,False,True
3778,76,332,9,8,172,2024-05-30,3028,4,False,True,False,False,True
3473,33,743,1,9,121,2024-08-14,2397,10,False,True,False,False,True
4429,97,473,20,5,22,2024-10-29,3644,7,False,True,False,False,True
5387,7,764,28,16,136,2024-01-17,1275,2,False,True,True,False,True
4245,65,918,2,14,100,2024-01-07,1081,10,False,True,True,False,True
9979,50,223,20,19,103,2024-07-02,2850,6,False,True,True,False,True
4226,92,979,8,6,38,2024-06-15,4500,10,False,True,False,False,True
8758,81,649,5,7,106,2024-04-29,4958,7,False,True,False,False,True
9191,94,641,16,4,107,2024-01-03,2704,3,False,True,False,False,True
9602,81,986,18,2,92,2024-04-22,1221,14,False,True,False,False,True
9966,40,138,16,17,41,2024-04-29,2724,11,False,True,True,False,True
7444,84,941,29,9,112,2024-03-17,4716,8,False,True,False,False,True
1117,93,235,14,2,198,2024-01-15,4197,2,False,True,False,False,True
2703,92,210,3,14,110,2024-11-24,2663,6,False,True,True,False,True
4909,56,52,21,18,165,2024-08-01,1153,1,True,True,True,False,True
3788,61,870,26,12,193,2024-06-11,2975,9,False,True,True,False,True
5315,85,271,21,19,171,2024-06-12,4029,7,False,True,True,False,True
4994,74,200,28,17,118,2024-03-24,2297,14,False,True,True,False,True
4014,64,390,26,9,143,2024-07-24,1225,3,False,True,False,False,True
6540,39,647,20,9,177,2024-03-11,3164,14,False,True,False,False,True
7691,79,589,7,6,90,2024-07-01,2955,6,False,True,False,False,True
8950,5,800,20,13,90,2024-12-07,4947,13,False,True,True,False,True
9487,99,477,10,18,193,2024-12-10,1687,8,False,True,True,False,True
1601,70,131,13,19,92,2024-09-06,2112,3,False,True,True,False,True
3687,29,900,19,18,136,2024-10-11,1905,14,False,True,True,False,True
2198,74,444,21,17,117,2024-02-03,1705,14,False,True,True,False,True
2027,51,654,4,0,88,2024-12-22,4008,7,False,True,False,False,True
7732,41,705,19,9,55,2024-12-14,4977,13,False,True,False,False,True
2294,30,31,8,4,40,2024-09-11,1319,12,True,True,False,False,True
9729,16,460,19,18,42,2024-08-19,3379,14,False,True,True,False,True
8206,10,740,26,12,38,2024-08-16,1356,11,False,True,True,False,True
9877,13,900,18,17,118,2024-03-07,3260,1,False,True,True,False,True
9461,1,31,26,16,27,2024-12-21,3829,5,False,True,True,False,True
1658,50,773,10,9,23,2024-09-08,1314,11,False,True,False,False,True
9310,62,156,7,14,197,2024-03-29,1988,14,True,True,True,False,True
6296,27,152,11,9,170,2024-04-28,2370,12,True,True,False,False,True
3536,74,69,7,15,122,2024-08-18,3399,9,True,True,True,False,True
7827,82,254,12,3,196,2024-06-24,4147,6,False,True,False,False,True
2731,11,262,3,11,101,2024-03-30,4787,3,False,True,True,False,True
2095,2,13,19,13,94,2024-06-07,2450,3,True,True,True,False,True
8446,23,439,20,17,118,2024-03-08,1954,12,False,True,True,False,True
6759,73,924,15,5,51,2024-06-16,3353,11,False,True,False,False,True
9402,62,460,29,13,81,2024-12-09,2465,5,False,True,True,False,True
2590,37,375,11,16,128,2024-11-05,3529,8,False,True,True,False,True
8347,4,282,13,14,183,2024-08-22,2888,1,False,True,True,False,True
9875,89,515,20,13,108,2024-08-03,4354,4,False,True,True,False,True
1269,42,753,3,4,138,2024-09-12,4765,6,False,True,False,False,True
1555,19,633,2,10,21,2024-10-02,4745,11,False,True,False,False,True
7658,20,74,18,1,152,2024-09-09,4676,6,True,True,False,False,True
9309,77,697,21,13,102,2024-01-16,1738,2,False,True,True,False,True
4051,97,885,27,16,161,2024-04-25,3578,12,False,True,True,False,True
8965,86,20,13,16,124,2024-08-30,3025,7,True,True,True,False,True
7050,11,934,8,3,182,2024-09-18,3773,2,False,True,False,False,True
5428,81,953,12,0,66,2024-08-03,2453,11,False,True,False,False,True
2326,73,405,16,4,41,2024-08-02,1797,9,False,True,False,False,True
7441,9,810,6,10,185,2024-04-13,4141,5,False,True,False,False,True
8405,47,646,1,12,24,2024-02-28,4009,3,False,True,True,False,True
3349,97,255,23,0,42,2024-10-04,4011,7,False,True,False,False,True
6489,92,254,2,2,56,2024-02-27,1061,9,False,True,False,False,True
3118,61,54,15,13,199,2024-09-14,1914,11,True,True,True,False,True
7754,4,730,2,4,69,2024-03-10,4786,6,False,True,False,False,True
1921,33,753,6,12,150,2024-09-21,3230,13,False,True,True,False,True
2829,10,624,21,13,58,2024-01-11,1528,6,False,True,True,False,True
4478,45,662,29,7,29,2024-07-12,3050,5,False,True,False,False,True
9538,64,682,23,2,91,2024-09-11,3603,9,False,True,False,False,True
2183,25,709,13,3,102,2024-06-30,4092,13,False,True,False,False,True
8471,16,547,3,2,14,2024-01-09,3200,11,False,True,False,False,True
1588,40,461,11,7,116,2024-01-26,3410,10,False,True,False,False,True
3733,4,409,2,4,92,2024-05-09,3338,6,False,True,False,False,True
4767,70,221,11,2,190,2024-03-03,1503,5,False,True,False,False,True
8915,72,384,28,11,44,2024-02-02,2797,1,False,True,True,False,True
6228,47,998,25,19,70,2024-09-30,1740,8,False,True,True,False,True
8466,72,535,21,13,23,2024-05-21,1229,13,False,True,True,False,True
9816,35,746,9,0,158,2024-02-01,3569,6,False,True,False,False,True
1476,11,478,1,6,72,2024-09-12,2292,8,False,True,False,False,True
8730,50,241,5,10,148,2024-06-06,3040,5,False,True,False,False,True
7452,47,302,3,0,97,2024-08-20,3700,12,False,True,False,False,True
1585,6,287,26,16,136,2024-10-09,2400,8,False,True,True,False,True
8502,44,171,2,13,79,2024-04-13,4260,13,False,True,True,False,True
8563,47,548,29,3,101,2024-06-29,4846,8,False,True,False,False,True
3620,14,417,1,18,135,2024-08-23,1658,12,False,True,True,False,True
6449,10,141,21,18,99,2024-04-12,1222,2,False,True,True,False,True
2392,3,277,2,9,24,2024-03-22,4623,2,False,True,False,False,True
2209,27,302,3,15,10,2024-08-05,3326,3,False,True,True,False,True
1102,4,823,7,12,65,2024-04-25,4763,10,False,True,True,False,True
5922,42,257,6,11,82,2024-05-26,1891,13,False,True,True,False,True
6841,23,953,2,16,189,2024-05-25,4898,13,False,True,True,False,True
2489,38,560,8,4,58,2024-10-12,3373,8,False,True,False,False,True
2640,63,715,16,7,91,2024-03-22,3162,2,False,True,False,False,True
4872,77,100,6,12,192,2024-05-05,4944,1,True,True,True,False,True
2611,15,876,28,4,34,2024-09-29,3019,13,False,True,False,False,True
1885,74,48,22,14,180,2024-12-17,2279,3,True,True,True,False,True
6147,90,514,15,13,151,2024-09-06,1614,13,False,True,True,False,True
4702,8,524,15,8,68,2024-09-22,4335,11,False,True,False,False,True
9969,50,946,11,11,155,2024-12-15,1827,3,False,True,True,False,True
5485,66,459,10,19,116,2024-04-03,1662,9,False,True,True,False,True
6843,9,622,28,16,63,2024-07-31,1563,2,False,True,True,False,True
5801,26,787,27,16,54,2024-09-03,1977,8,False,True,True,False,True
1080,76,622,27,3,122,2024-09-26,3586,2,False,True,False,False,True
5772,89,538,25,15,142,2024-05-08,4366,7,False,True,True,False,True
5866,91,429,14,5,127,2024-05-26,4018,6,False,True,False,False,True
7752,45,371,10,1,132,2024-06-07,1180,13,False,True,False,False,True
5277,57,369,25,17,183,2024-04-16,2518,13,False,True,True,False,True
6781,44,410,17,12,41,2024-08-04,1043,13,False,True,True,False,True
9398,95,66,18,13,180,2024-06-24,4386,8,True,True,True,False,True
2570,59,503,5,9,69,2024-06-15,3553,6,False,True,False,False,True
4689,65,397,27,9,115,2024-02-04,4116,5,False,True,False,False,True
1774,76,691,3,11,55,2024-10-12,1067,1,False,True,True,False,True
5277,92,394,6,15,107,2024-05-09,3286,6,False,True,True,False,True
7003,92,771,25,10,190,2024-12-11,2231,1,False,True,False,False,True
5189,33,723,5,3,29,2024-07-27,1778,2,False,True,False,False,True
6531,32,647,11,13,163,2024-05-13,4332,2,False,True,True,False,True
2932,55,585,21,3,62,2024-12-28,2878,10,False,True,False,False,True
7505,92,835,7,1,12,2024-09-01,3683,6,False,True,False,False,True
3691,46,120,6,6,20,2024-07-16,4015,7,False,True,False,False,True
7528,90,649,21,18,84,2024-10-27,3354,10,False,True,True,False,True
2169,21,500,18,10,117,2024-03-17,2616,6,False,True,False,False,True
1767,76,660,4,6,79,2024-12-06,1385,7,False,True,False,False,True
5723,12,252,16,10,175,2024-12-30,1362,14,False,True,False,False,True
5910,1,268,27,4,50,2024-01-10,4427,8,False,True,False,False,True
6095,18,120,23,19,42,2024-01-17,4906,5,False,True,True,False,True
5343,27,995,3,13,161,2024-02-19,1450,10,False,True,True,False,True
7837,52,188,26,7,191,2024-09-14,2507,1,True,True,False,False,True
1289,37,665,22,6,16,2024-02-12,4429,8,False,True,False,False,True
9232,57,4,28,8,17,2024-01-04,1981,14,True,True,False,False,True
9947,19,182,20,14,32,2024-09-03,3828,4,False,True,True,False,True
8020,41,957,11,5,138,2024-09-09,1654,7,False,True,False,False,True
8718,95,890,18,2,24,2024-09-07,4287,7,False,True,False,False,True
8423,99,390,3,16,132,2024-01-05,1791,1,False,True,True,False,True
5828,30,54,16,11,85,2024-02-25,1116,2,True,True,True,False,True
7543,46,316,16,5,68,2024-04-20,2401,2,False,True,False,False,True
2532,5,736,28,15,15,2024-05-07,3077,4,False,True,True,False,True
5839,50,113,29,13,174,2024-05-06,1367,8,True,True,True,False,True
9460,41,430,3,17,86,2024-06-26,4082,3,False,True,True,False,True
2648,81,551,9,0,82,2024-06-10,3024,10,False,True,False,False,True
7964,21,892,13,1,169,2024-11-28,1453,13,False,True,False,False,True
9524,49,962,8,17,166,2024-08-12,1891,4,False,True,True,False,True
4241,81,573,19,9,85,2024-06-22,3641,9,False,True,False,False,True
4190,47,270,28,2,126,2024-04-05,2694,7,False,True,False,False,True
2223,7,728,3,6,87,2024-06-04,1317,8,False,True,False,False,True
7693,59,761,26,5,28,2024-07-13,1500,8,False,True,False,False,True
2552,74,215,13,10,130,2024-06-02,1689,10,False,True,False,False,True
7413,41,330,2,4,153,2024-01-01,2881,2,False,True,False,False,True
6216,28,24,29,6,49,2024-11-17,4439,10,True,True,False,False,True
8440,36,773,7,2,123,2024-09-21,4476,11,False,True,False,False,True
6779,76,425,8,15,186,2024-07-14,2634,5,False,True,True,False,True
4211,60,228,27,3,113,2024-08-22,1459,13,False,True,False,False,True
8748,98,721,20,6,97,2024-02-15,2214,6,False,True,False,False,True
4189,72,309,27,12,146,2024-11-29,1910,5,False,True,True,False,True
2778,79,439,26,7,85,2024-06-04,1024,6,False,True,False,False,True
5826,70,834,8,9,142,2024-01-24,4597,7,False,True,False,False,True
8686,48,791,17,17,63,2024-12-13,3209,11,False,True,True,False,True
9001,37,83,29,10,46,2024-11-12,4894,8,False,True,False,False,True
9166,32,301,6,13,184,2024-02-18,4167,7,False,True,True,False,True
3406,85,68,14,6,27,2024-11-21,4567,10,False,True,False,False,True
3924,81,277,6,4,16,2024-06-05,1322,14,False,True,False,False,True
5224,54,526,11,4,151,2024-03-02,2412,2,False,True,False,False,True
2729,2,801,10,17,33,2024-11-14,2308,11,False,True,True,False,True
3108,5,733,10,15,42,2024-12-04,4265,1,False,True,True,False,True
8963,66,74,18,16,70,2024-11-05,2097,8,False,True,True,False,True
5780,34,919,16,9,119,2024-01-17,3669,13,False,True,False,False,True
9799,42,578,23,15,109,2024-11-29,2429,11,False,True,True,False,True
4820,98,95,20,11,33,2024-05-30,3719,12,False,True,True,False,True
4303,19,592,29,7,145,2024-04-28,3348,12,False,True,False,False,True
7793,35,239,15,14,138,2024-02-21,3831,9,False,True,True,False,True
6579,7,603,11,14,181,2024-11-02,3975,1,False,True,True,False,True
8523,62,843,18,7,53,2024-03-19,4831,9,False,True,False,False,True
2417,97,566,10,16,147,2024-05-15,2610,6,False,True,True,False,True
3708,85,810,16,9,155,2024-03-14,4219,3,False,True,False,False,True
2199,60,35,15,8,145,2024-05-24,2585,14,True,True,False,False,True
8248,95,528,29,3,36,2024-03-21,1832,14,False,True,False,False,True
7126,9,692,4,16,96,2024-03-09,3852,8,False,True,True,False,True
4205,79,776,19,9,76,2024-12-13,3719,12,False,True,False,False,True
1850,42,547,19,2,138,2024-10-01,4194,12,False,True,False,False,True
2030,2,567,2,18,182,2024-01-25,4896,12,False,True,True,False,True
7141,60,161,3,17,125,2024-05-18,2103,14,False,True,True,False,True
2246,97,904,23,18,132,2024-02-21,2038,11,False,True,True,False,True
6195,19,873,10,19,62,2024-05-13,1280,11,False,True,True,False,True
9045,25,271,14,4,91,2024-04-01,4411,6,False,True,False,False,True
7431,86,390,29,5,20,2024-09-11,4468,5,False,True,False,False,True
8839,57,561,7,13,195,2024-11-04,1107,7,False,True,True,False,True
5304,95,418,19,18,71,2024-09-30,1017,9,False,True,True,False,True
6751,73,81,14,3,131,2024-03-12,1260,12,True,True,False,False,True
2899,7,610,21,3,164,2024-04-19,4326,7,False,True,False,False,True
7818,89,868,21,5,67,2024-11-06,1473,4,False,True,False,False,True
5311,16,748,12,0,89,2024-04-04,1536,10,False,True,False,False,True
9184,15,820,8,19,120,2024-07-29,1835,10,False,True,True,False,True
6080,37,775,19,1,43,2024-01-15,1398,10,False,True,False,False,True
6478,59,420,27,18,96,2024-11-16,3919,12,False,True,True,False,True
7681,36,203,7,14,153,2024-08-20,4814,10,False,True,True,False,True
2773,69,235,23,14,66,2024-11-17,4158,11,False,True,True,False,True
1139,3,523,1,3,21,2024-12-07,4963,2,False,True,False,False,True
3263,24,951,28,14,48,2024-09-08,4027,6,False,True,True,False,True
7399,2,569,4,2,23,2024-09-03,4039,14,False,True,False,False,True
8199,72,58,9,12,21,2024-03-25,2459,2,False,True,True,False,True
4061,67,759,16,11,184,2024-04-28,1173,3,False,True,True,False,True
5475,73,884,12,5,190,2024-09-09,4393,10,False,True,False,False,True
2413,89,957,3,15,150,2024-12-14,2237,1,False,True,True,False,True
3366,10,903,16,15,11,2024-11-02,2176,11,False,True,True,False,True
1647,37,11,23,13,123,2024-10-03,2852,4,True,True,True,False,True
9966,1,879,26,14,161,2024-01-02,3303,13,False,True,True,False,True
2774,38,679,5,9,147,2024-01-23,3046,6,False,True,False,False,True
8828,34,217,19,16,188,2024-05-25,1264,6,False,True,True,False,True
2639,63,511,19,12,78,2024-11-01,1305,7,False,True,True,False,True
5028,36,876,11,12,120,2024-10-01,3827,1,False,True,True,False,True
3129,70,641,1,19,156,2024-03-07,3904,3,False,True,True,False,True
2933,60,331,28,9,187,2024-02-13,3118,9,False,True,False,False,True
7520,14,705,29,1,192,2024-02-23,2885,5,False,True,False,False,True
7025,75,146,23,10,57,2024-07-30,4435,2,False,True,False,False,True
8927,59,224,28,17,47,2024-09-13,1970,3,False,True,True,False,True
1284,64,55,21,19,160,2024-03-21,4734,6,True,True,True,False,True
3368,13,45,9,10,190,2024-01-18,1477,11,True,True,False,False,True
7544,82,953,15,5,77,2024-12-21,1242,12,False,True,False,False,True
5933,24,68,11,14,129,2024-06-01,3698,13,True,True,True,False,True
1816,46,602,16,7,99,2024-08-17,1409,13,False,True,False,False,True
8032,33,935,15,17,41,2024-02-28,4009,8,False,True,True,False,True
4976,88,137,15,2,36,2024-05-29,2288,2,False,True,False,False,True
5066,46,277,19,1,137,2024-10-23,4221,2,False,True,False,False,True
4196,30,951,10,5,124,2024-10-03,3833,5,False,True,False,False,True
5259,24,824,10,19,19,2024-10-21,4203,7,False,True,True,False,True
2118,65,427,2,19,93,2024-08-15,2632,12,False,True,True,False,True
9219,46,144,4,5,83,2024-05-10,2282,9,False,True,False,False,True
8111,28,184,8,2,145,2024-04-09,2146,3,False,True,False,False,True
9002,81,792,5,0,30,2024-09-27,1945,7,False,True,False,False,True
6562,83,834,15,0,90,2024-07-12,2598,13,False,True,False,False,True
9976,3,910,6,4,45,2024-11-29,1541,11,False,True,False,False,True
7301,17,453,19,1,47,2024-04-13,1262,2,False,True,False,False,True
6327,7,180,18,1,183,2024-10-15,1859,9,True,True,False,False,True
5288,99,80,2,17,184,2024-02-07,3472,7,True,True,True,False,True
2898,27,713,7,7,91,2024-01-20,4110,9,False,True,False,False,True
4206,79,659,5,14,177,2024-07-25,1529,7,False,True,True,False,True
9765,79,646,8,2,126,2024-08-29,1695,7,False,True,False,False,True
6371,22,97,20,3,123,2024-01-01,1724,14,True,True,False,False,True
6701,9,174,8,1,75,2024-03-16,4869,9,False,True,False,False,True
6722,29,938,5,12,11,2024-09-11,3163,10,False,True,True,False,True
5474,49,234,4,4,114,2024-07-15,1830,10,False,True,False,False,True
4687,89,817,26,14,127,2024-12-06,1649,1,False,True,True,False,True
1905,18,988,13,0,193,2024-03-09,3573,12,False,True,False,False,True
7440,74,441,22,6,198,2024-10-28,2383,7,False,True,False,False,True
4582,94,0,24,17,130,2024-06-20,1959,7,True,True,True,False,True
5023,51,127,29,14,161,2024-05-14,3422,13,True,True,True,False,True
4046,76,302,1,10,110,2024-02-17,2698,9,False,True,False,False,True
1848,92,971,6,7,199,2024-01-01,3670,13,False,True,False,False,True
5979,58,74,3,11,167,2024-10-16,1477,2,True,True,True,False,True
1158,20,291,5,0,110,2024-10-02,3633,12,False,True,False,False,True
2567,47,57,15,17,142,2024-07-31,3608,2,True,True,True,False,True
6449,91,952,16,0,163,2024-01-25,1236,14,False,True,False,False,True
8984,98,699,16,10,91,2024-04-13,4911,12,False,True,False,False,True
6607,62,88,19,8,136,2024-12-09,1953,2,True,True,False,False,True
3201,95,906,6,11,150,2024-05-22,4953,4,False,True,True,False,True
7921,2,606,7,11,86,2024-12-23,2235,13,False,True,True,False,True
8576,2,635,18,2,86,2024-07-12,3068,4,False,True,False,False,True
5270,4,540,20,10,155,2024-07-28,4287,14,False,True,False,False,True
7697,70,465,13,12,55,2024-12-24,1710,8,False,True,True,False,True
5485,45,186,1,9,122,2024-03-28,2701,1,False,True,False,False,True
9213,95,113,4,18,162,2024-06-05,1492,14,True,True,True,False,True
1418,86,261,5,13,160,2024-05-05,3457,5,False,True,True,False,True
8408,65,776,16,12,142,2024-08-30,1848,12,False,True,True,False,True
8698,76,696,9,15,131,2024-12-27,2626,4,False,True,True,False,True
2518,78,340,29,9,28,2024-02-26,4346,13,False,True,False,False,True
3213,67,387,13,11,180,2024-08-26,2372,14,False,True,True,False,True
2141,15,195,25,4,134,2024-11-15,3085,10,False,True,False,False,True
1549,77,362,24,19,29,2024-04-14,3716,12,False,True,True,False,True
1301,63,70,27,17,123,2024-10-30,1902,6,True,True,True,False,True
6593,72,634,25,9,42,2024-02-10,1291,3,False,True,False,False,True
2957,71,919,24,11,180,2024-07-20,1973,5,False,True,True,False,True
6024,96,945,23,12,52,2024-02-29,4253,11,False,True,True,False,True
9076,59,562,21,3,87,2024-01-23,1247,14,False,True,False,False,True
3191,75,566,7,15,114,2024-11-15,2293,11,False,True,True,False,True
6341,73,992,17,10,187,2024-08-01,3563,14,False,True,False,False,True
1026,95,586,18,19,11,2024-08-02,1707,4,False,True,True,False,True
8948,34,796,1,16,133,2024-06-30,3309,13,False,True,True,False,True
7637,6,356,11,17,151,2024-09-19,1499,11,False,True,True,False,True
3452,69,858,7,2,185,2024-09-24,2363,8,False,True,False,False,True
7832,62,59,26,2,89,2024-01-25,1395,9,True,True,False,False,True
8017,89,20,16,0,13,2024-02-28,1852,11,False,True,False,False,True
8016,42,942,7,10,181,2024-03-27,2842,13,False,True,False,False,True
6487,63,200,13,6,21,2024-08-01,2453,3,False,True,False,False,True
6968,90,453,3,17,93,2024-01-23,3678,12,False,True,True,False,True
6013,19,658,11,18,19,2024-11-24,2991,4,False,True,True,False,True
6146,9,228,27,7,27,2024-03-18,1895,9,False,True,False,False,True
8357,40,295,15,2,126,2024-06-04,3973,10,False,True,False,False,True
5167,79,40,6,7,48,2024-01-13,3831,8,True,True,False,False,True
6201,33,322,25,6,146,2024-09-27,4983,14,False,True,False,False,True
2174,24,392,17,14,94,2024-12-10,4851,14,False,True,True,False,True
1911,64,834,27,19,166,2024-03-05,2045,7,False,True,True,False,True
2845,84,217,9,18,61,2024-01-09,3578,9,False,True,True,False,True
5973,71,880,14,14,86,2024-08-31,4385,7,False,True,True,False,True
6817,50,148,26,0,160,2024-01-23,1474,5,True,True,False,False,True
2783,2,790,7,1,18,2024-04-05,3604,8,False,True,False,False,True
3026,81,626,23,19,135,2024-10-20,4426,8,False,True,True,False,True
3980,82,480,13,5,40,2024-03-04,2490,7,False,True,False,False,True
7758,54,608,4,10,79,2024-11-13,2308,7,False,True,False,False,True
4267,30,867,28,0,29,2024-06-11,2881,9,False,True,False,False,True
7224,56,310,13,3,91,2024-07-20,4617,10,False,True,False,False,True
9225,97,279,24,7,51,2024-10-11,3021,1,False,True,False,False,True
8854,98,212,14,13,31,2024-07-21,1817,1,False,True,True,False,True
8082,84,698,16,6,103,2024-01-09,4098,10,False,True,False,False,True
9173,83,955,22,15,39,2024-07-04,3274,9,False,True,True,False,True
9911,21,836,19,13,176,2024-12-23,3422,8,False,True,True,False,True
1435,76,168,3,17,162,2024-01-26,2935,10,False,True,True,False,True
7222,97,145,14,18,60,2024-03-23,4092,13,False,True,True,False,True
5496,5,925,21,10,124,2024-08-27,4755,2,False,True,False,False,True
5695,78,419,15,18,68,2024-07-03,4540,13,False,True,True,False,True
6666,66,917,22,10,24,2024-06-02,1476,12,False,True,False,False,True
4223,83,115,1,15,165,2024-04-05,1016,4,True,True,True,False,True
1549,70,384,9,1,81,2024-06-12,2707,5,False,True,False,False,True
3650,10,471,12,3,186,2024-11-21,3959,2,False,True,False,False,True
3444,69,654,5,7,143,2024-05-29,4619,6,False,True,False,False,True
3159,86,976,4,12,16,2024-02-05,1443,6,False,True,True,False,True
7831,86,653,20,4,183,2024-05-14,3911,9,False,True,False,False,True
9617,95,734,12,8,184,2024-02-15,1895,11,False,True,False,False,True
9246,40,818,3,10,134,2024-03-19,2480,7,False,True,False,False,True
2303,91,316,15,11,127,2024-04-07,1625,9,False,True,True,False,True
5134,53,32,2,16,12,2024-09-27,4547,8,False,True,True,False,True
4203,92,273,26,15,41,2024-04-24,2357,14,False,True,True,False,True
6191,80,502,21,18,159,2024-12-26,1276,10,False,True,True,False,True
9820,42,340,12,8,178,2024-03-22,2589,1,False,True,False,False,True
4893,56,727,3,6,80,2024-10-18,2433,11,False,True,False,False,True
3787,15,205,23,18,103,2024-09-19,3736,8,False,True,True,False,True
5602,90,417,12,8,166,2024-06-27,4374,2,False,True,False,False,True
8342,6,558,7,18,141,2024-02-16,3437,2,False,True,True,False,True
3549,30,812,7,12,150,2024-01-25,3901,5,False,True,True,False,True
9058,95,738,18,13,34,2024-10-15,3848,11,False,True,True,False,True
9545,35,768,23,3,139,2024-02-23,3514,10,False,True,False,False,True
2653,71,976,24,2,27,2024-01-07,1005,1,False,True,False,False,True
8180,47,406,6,9,34,2024-10-28,1925,1,False,True,False,False,True
8460,95,224,9,9,43,2024-06-14,1069,1,False,True,False,False,True
1055,8,461,12,7,175,2024-11-16,1374,10,False,True,False,False,True
6280,26,801,17,12,51,2024-11-10,1417,1,False,True,True,False,True
8569,4,930,4,5,183,2024-09-10,3307,14,False,True,False,False,True
7010,89,413,15,4,92,2024-07-09,4060,13,False,True,False,False,True
8151,97,582,29,8,157,2024-01-18,4676,2,False,True,False,False,True
2665,21,979,22,16,125,2024-11-07,1161,12,False,True,True,False,True
2409,55,381,27,4,93,2024-09-16,4877,7,False,True,False,False,True
5129,49,764,27,6,163,2024-07-02,2052,9,False,True,False,False,True
6856,79,904,1,15,65,2024-10-27,3864,7,False,True,True,False,True
8479,98,166,15,2,151,2024-12-11,1476,12,False,True,False,False,True
4744,39,950,10,12,31,2024-01-15,4705,4,False,True,True,False,True
1380,69,484,21,8,115,2024-04-11,2447,9,False,True,False,False,True
2811,99,457,17,5,80,2024-08-29,1409,7,False,True,False,False,True
4241,49,561,5,18,175,2024-03-28,4148,7,False,True,True,False,True
1426,12,373,6,8,123,2024-02-26,1565,4,False,True,False,False,True
7654,65,651,5,10,79,2024-03-03,3134,10,False,True,False,False,True
7471,32,147,14,8,66,2024-03-17,2893,8,False,True,False,False,True
3923,23,127,7,7,87,2024-01-06,3239,9,False,True,False,False,True
4337,69,281,3,10,121,2024-10-07,4894,5,False,True,False,False,True
1912,7,51,1,3,43,2024-09-11,4215,5,False,True,False,False,True
1443,83,977,28,16,81,2024-11-19,3016,13,False,True,True,False,True
2625,68,135,1,2,62,2024-06-29,4670,9,False,True,False,False,True
9980,30,723,29,8,103,2024-09-27,1779,3,False,True,False,False,True
9891,83,82,6,11,89,2024-05-24,1089,2,True,True,True,False,True
3062,50,903,20,2,14,2024-05-09,3578,11,False,True,False,False,True
1604,86,878,10,12,101,2024-08-23,3866,8,False,True,True,False,True
6712,84,537,3,17,190,2024-08-08,3021,11,False,True,True,False,True
7556,48,942,19,16,175,2024-01-11,2166,8,False,True,True,False,True
1481,93,259,17,7,143,2024-01-18,1655,2,False,True,False,False,True
1001,27,777,21,8,39,2024-03-09,2727,9,False,True,False,False,True
4843,48,476,6,19,162,2024-03-06,1440,7,False,True,True,False,True
9316,87,416,18,10,14,2024-04-07,2813,5,False,True,False,False,True
3024,89,938,19,3,189,2024-07-09,3615,2,False,True,False,False,True
4801,70,310,4,16,130,2024-12-07,4450,10,False,True,True,False,True
5342,53,542,25,15,51,2024-09-23,1476,5,False,True,True,False,True
5150,60,996,2,15,80,2024-02-20,4940,4,False,True,True,False,True
4900,72,86,16,5,141,2024-03-04,2984,9,True,True,False,False,True
7026,76,11,7,5,123,2024-10-22,1409,4,True,True,False,False,True
7556,32,669,4,12,87,2024-03-10,2343,13,False,True,True,False,True
1025,82,266,19,16,103,2024-03-15,2580,3,False,True,True,False,True
6553,84,570,2,7,139,2024-06-28,4835,1,False,True,False,False,True
8178,21,105,6,4,189,2024-08-10,4919,14,True,True,False,False,True
